Providers number;Extern attribute;Global strings number;Dex number;Intern attribute;Argument Type number;Balise number;Call number;Special strings number;Custom Argument;Affectation number;Number of sginature permission;Number of Dangerous permission;Average size of class;Services number;Android API;Receivers Numbers;Unicode number;URL Number;Weighted Method per class;Reponse for class;Class number;Permission number;Other Permission number;Number of child;Other Type String Number;SystemArgs;Type;Index
0;82;8453;1;17;1070;3;14;6;100;1068;1;9;8;10;0;3;0;60;14,01818182;28,03636364;263;26;16;0;0;0;Malware;185
0;84;8979;1;15;1544;3;51;9;0;374;1;9;10;9;22;5;1;75;20,75806452;41,51612903;8;22;12;0;0;0;Malware;186
0;83;1976;1;16;126;7;4;2;100;23;0;0;36;1;0;0;0;14;13,14457831;26,28915663;47;5;5;0;0;0;Malware;187
0;82;66529;1;17;21715;39;92;10;0;1123;0;4;0;6;1;2;0;222;20,75806452;41,51612903;1684;14;10;0;0;0;Malware;188
3;83;22820;1;16;9128;37;41;13;0;488;3;15;33;9;0;14;0;77;28,93103448;57,86206897;557;41;23;0;0;0;Malware;189
0;84;33154;1;16;7794;49;30;7;100;1465;3;10;22;4;0;7;7;172;21,22727273;42,45454545;106;31;18;0;0;0;Malware;190
0;83;16335;1;16;5690;5;78;8;0;1479;2;10;52;15;0;7;0;82;19,90825688;39,81651376;34;41;29;0;0;0;Malware;191
0;85;4387;1;14;349;6;8;3;0;94;1;2;4;5;0;4;0;16;22,32299742;44,64599483;0;13;10;0,478036176;0;0;Malware;192
37;83;2164;3;16;7857;3;0;0;100;46;7;19;15;72;0;18;0;1;14,21153846;28,42307692;0;145;119;0;0;0;Malware;193
0;82;51107;1;17;11273;18;38;10;100;366;0;1;41;0;0;0;0;51;18,45967742;36,91935484;106;4;3;0;0;0;Malware;194
0;85;4357;1;14;349;6;8;3;0;74;1;2;4;5;0;4;0;16;22,14578005;44,2915601;0;11;8;0,470588235;0;0;Malware;195
0;84;71310;1;15;20624;15;164;10;0;1299;4;5;61;3;1;2;0;97;23,86153846;47,72307692;53;34;25;0;0;0;Malware;196
0;84;281;1;15;81;2;0;0;0;0;0;2;110;0;0;0;0;0;23,65151515;47,3030303;0;4;2;0;0;0;Malware;197
4;83;51346;2;16;34637;58;60;16;100;1365;6;6;28;22;0;14;7;245;19,74675325;39,49350649;205;74;62;0;0;0;Malware;198
3;83;23538;2;16;11817;26;28;8;100;795;4;6;7;29;0;9;8;61;19,6972973;39,39459459;27;35;25;0;0;0;Malware;199
0;83;10085;1;16;3878;5;17;1;0;328;1;8;0;8;0;7;7;47;23,65151515;47,3030303;0;29;20;0;0;0;Malware;200
1;87;15966;1;12;6573;13;19;6;0;594;1;8;15;9;0;7;8;37;34,66666667;69,33333333;27;30;21;0;0;0;Malware;201
0;82;2176;1;17;284;2;0;1;100;33;0;2;192;0;0;0;0;23;19,06763285;38,1352657;0;4;2;0;0;0;Malware;202
0;82;8477;1;17;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;19,05797101;38,11594203;263;26;16;0;0;0;Malware;203
37;83;2164;3;16;7857;3;0;0;100;46;7;19;15;72;0;18;0;1;19,05797101;38,11594203;0;145;119;0;0;0;Malware;204
0;83;179;1;16;21;2;0;0;0;0;1;0;4;1;0;1;0;0;23,04411765;46,08823529;0;3;2;0;0;0;Malware;205
0;82;9869;3;17;1009;8;16;11;100;204;1;3;0;8;0;8;0;43;19,05797101;38,11594203;0;15;11;0;0;0;Malware;206
2;83;49644;1;16;12935;16;160;6;100;1217;5;5;10;27;0;23;7;313;23,06875;46,1375;91;104;94;0;0;0;Malware;207
0;87;4355;1;12;346;6;8;3;0;74;1;2;4;5;0;4;0;16;20,90909091;41,81818182;0;11;8;0;0;0;Malware;208
0;83;2243;1;16;450;2;23;0;0;108;1;4;84;0;0;1;0;3;21,35263158;42,70526316;0;13;8;0;0;0;Malware;209
0;83;4785;1;16;275;6;10;7;0;115;1;3;9;1;0;2;0;17;12,36363636;24,72727273;0;13;9;0;0;0;Malware;210
1;83;19683;1;16;2952;6;15;5;0;384;1;5;0;5;0;6;0;36;12,36363636;24,72727273;78;20;14;0;0;0;Malware;211
0;83;3684;1;16;844;4;2;3;0;89;5;13;87;4;0;16;0;2;16,47916667;32,95833333;0;41;23;0;0;0;Malware;212
1;83;36550;2;16;20070;29;63;11;100;971;3;9;11;25;0;11;8;68;26,35;52,7;237;49;37;0;0;0;Malware;213
0;83;23380;1;16;7877;56;24;4;0;725;2;5;37;1;0;0;0;67;26,11392405;52,2278481;3;18;11;0;0;0;Malware;214
0;83;56501;1;16;12427;66;55;13;0;1028;2;7;0;5;0;3;7;59;26,11392405;52,2278481;311;27;18;0;0;0;Malware;215
0;86;4387;1;13;349;6;8;3;0;94;1;2;4;5;0;4;0;16;17,2;34,4;0;13;10;0;0;0;Malware;216
0;87;4357;1;12;349;6;8;3;0;74;1;2;4;5;0;4;0;16;15,16666667;30,33333333;0;11;8;0;0;0;Malware;217
2;83;295;1;16;3771;2;0;0;0;0;3;8;82;15;0;5;0;0;25,47619048;50,95238095;0;29;18;0;0;0;Malware;218
0;83;154;1;16;1956;2;0;0;0;0;2;8;120;6;0;4;0;0;25,58823529;51,17647059;0;26;16;0;0;0;Malware;219
1;83;20317;2;16;6152;28;28;7;100;888;3;12;9;5;0;2;8;45;23,96153846;47,92307692;1242;37;22;0;0;0;Malware;220
9;83;12036;1;16;3529;3;14;0;0;299;2;8;119;8;0;6;0;46;27,09016393;54,18032787;0;39;29;0;0;0;Malware;221
1;87;37287;1;12;17631;8;32;6;0;523;4;6;24;12;0;9;0;63;20,26;40,52;35;30;20;0;0;0;Malware;222
0;83;158;1;16;4;2;0;0;0;0;1;6;120;3;0;3;0;0;27,23770492;54,47540984;0;25;18;0;0;0;Malware;223
0;83;22629;1;16;9967;17;60;4;100;708;1;6;19;4;0;4;0;110;22,50909091;45,01818182;115;20;13;0;0;0;Malware;224
0;87;40198;1;12;9128;17;82;21;0;862;1;7;38;6;0;6;9;107;19,85507246;39,71014493;190;23;15;16,53623188;0;0;Malware;225
0;83;5153;1;16;362;6;10;5;0;112;2;3;5;6;0;6;7;13;25,67647059;51,35294118;0;17;12;0;0;0;Malware;226
0;83;8415;1;16;292;7;22;6;0;238;1;3;243;1;0;2;0;19;25,36;50,72;0;12;8;0;0;0;Malware;227
0;83;8453;1;16;1070;3;14;6;100;1068;1;9;8;10;0;3;0;60;20,17834395;40,3566879;263;26;16;0;0;0;Malware;228
3;83;23993;2;16;12029;26;28;9;100;819;4;6;8;29;0;9;8;63;20,11229947;40,22459893;49;35;25;0;0;0;Malware;229
0;83;4384;1;16;349;6;8;3;0;76;1;2;0;5;0;4;0;16;25,67647059;51,35294118;0;11;8;0;0;0;Malware;230
0;83;6910;1;16;3325;4;12;2;0;401;0;9;52;8;0;6;0;28;22,97777778;45,95555556;35;22;13;0;0;0;Malware;231
0;83;242;1;16;1061;2;0;0;0;0;2;4;120;3;0;3;0;0;23,17777778;46,35555556;0;20;14;0;0;0;Malware;232
0;83;3065;1;16;508;3;0;7;0;189;1;2;124;1;0;4;0;0;18,40740741;36,81481481;11;8;5;0;0;0;Malware;233
0;83;4357;1;16;349;6;8;3;0;74;1;2;4;5;0;4;0;16;18,14285714;36,28571429;0;11;8;0;0;0;Malware;234
0;86;4357;1;13;349;6;8;3;0;74;1;2;4;5;0;4;0;16;19,85507246;39,71014493;0;11;8;0,942028986;0;0;Malware;235
3;83;23540;2;16;11833;26;28;8;100;795;4;6;8;29;0;9;8;62;19,53333333;39,06666667;27;35;25;0;0;0;Malware;236
0;83;2100;1;16;77;2;28;1;0;28;0;1;312;1;0;0;0;7;18,64912281;37,29824561;0;6;5;0;0;0;Malware;237
0;83;16384;1;16;5700;5;80;8;0;1476;2;10;52;15;0;7;0;82;19,12621359;38,25242718;34;41;29;0;0;0;Malware;238
0;83;6015;1;16;517;6;17;6;100;196;0;0;148;1;0;2;0;15;18,64285714;37,28571429;1;5;5;0;0;0;Malware;239
0;83;4513;1;16;608;6;6;1;0;83;0;3;142;1;0;1;0;50;20,82014388;41,64028777;0;9;6;0;0;0;Malware;240
51;82;42551;1;17;12205;446;61;17;100;1051;1;5;20;11;0;5;8;154;21,42592593;42,85185185;3;20;14;0;0;0;Malware;241
0;83;8477;1;16;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;20,28497409;40,56994819;263;26;16;0;0;0;Malware;242
1;82;325;2;17;2410;2;0;0;100;0;2;11;82;7;0;1;0;0;20,25252525;40,50505051;0;32;19;0;0;0;Malware;243
0;83;8477;1;16;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;20,25252525;40,50505051;263;26;16;0;0;0;Malware;244
0;83;10732;2;16;1806;2;16;3;100;203;1;7;5;5;0;5;0;17;20,07804878;40,15609756;0;23;15;0;0;0;Malware;245
0;83;48671;1;16;12793;42;42;7;0;944;2;7;104;4;0;7;7;277;19,87815126;39,75630252;411;26;17;0;0;0;Malware;246
0;83;8467;1;16;296;7;22;6;0;243;1;3;262;5;0;4;0;19;20,3373494;40,6746988;0;13;9;0;0;0;Malware;247
0;83;24264;1;16;3077;45;64;3;0;1127;1;9;17;3;0;1;0;160;19,46478873;38,92957746;13;21;11;0;0;0;Malware;248
0;83;6643;2;16;637;7;21;5;100;264;1;0;171;2;0;2;0;12;19,64041096;39,28082192;84;6;5;0;0;0;Malware;249
1;83;195;1;16;826;2;0;0;0;0;1;7;120;6;0;10;0;0;19,77133106;39,54266212;0;22;14;0;0;0;Malware;250
0;83;402;1;16;1395;2;0;0;0;0;2;6;5;3;0;6;0;0;32;64;0;19;11;0;0;0;Malware;251
0;83;17895;1;16;3382;24;110;4;0;443;0;3;213;5;0;2;0;209;29,53846154;59,07692308;160;11;8;0;0;0;Malware;252
0;83;8477;1;16;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;21,40229885;42,8045977;263;26;16;0;0;0;Malware;253
1;87;18198;1;12;6513;37;15;4;0;414;3;9;62;4;0;1;7;158;17,29245283;34,58490566;0;24;12;13,79245283;0;0;Malware;254
0;83;5169;1;16;1629;10;4;0;0;18;2;17;213;4;0;5;0;1;22,56557377;45,13114754;0;32;13;0;0;0;Malware;255
0;83;5119;1;16;361;6;10;5;0;92;2;3;5;6;0;6;7;13;21,52941176;43,05882353;0;15;10;0;0;0;Malware;256
0;87;4387;1;12;349;6;8;3;0;94;1;2;4;5;0;4;0;16;17,29245283;34,58490566;0;13;10;0,613207547;0;0;Malware;257
0;83;123;2;16;112;1;0;0;100;0;3;11;4;14;0;6;0;0;21,45985401;42,91970803;0;42;28;0;0;0;Malware;258
0;83;10831;1;16;2377;10;23;2;0;178;0;2;53;0;2;1;0;24;22,38926174;44,77852349;1;5;3;0;0;0;Malware;259
1;83;15207;1;16;3236;4;19;1;0;299;1;3;78;2;0;1;0;46;22,16759777;44,33519553;1;14;10;0;0;0;Malware;260
0;87;18690;1;12;6465;13;27;7;0;320;2;5;111;6;0;3;1;56;22,04929577;44,09859155;262;26;19;10,58450704;0;0;Malware;261
1;87;153;1;12;149;2;0;0;100;0;1;4;137;0;0;1;0;0;21,95104895;43,9020979;0;8;3;0,195804196;0;0;Malware;262
0;83;441;1;16;1298;2;0;0;0;0;2;4;5;13;0;9;0;0;22,23333333;44,46666667;0;19;13;0;0;0;Malware;263
0;83;5569;1;16;821;2;14;0;0;119;0;7;138;2;0;5;0;1;21,45771144;42,91542289;0;14;7;0;0;0;Malware;264
0;83;35948;1;16;9790;29;92;10;0;1397;3;2;86;3;0;3;7;67;24,69162996;49,38325991;513;24;19;0;0;0;Malware;265
0;82;8415;1;17;292;7;22;6;0;238;1;3;243;1;0;2;0;19;24,97083333;49,94166667;0;12;8;0;0;0;Malware;266
0;83;31086;1;16;6883;9;68;5;100;934;4;9;17;7;0;5;0;113;20,39925373;40,79850746;1;43;30;0;0;0;Malware;267
0;82;8477;1;17;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;20,39925373;40,79850746;263;26;16;0;0;0;Malware;268
3;83;23829;2;16;11865;26;28;8;100;814;4;6;8;29;0;9;8;63;20,41791045;40,8358209;49;35;25;0;0;0;Malware;269
0;83;123;2;16;1464;1;0;0;100;0;0;5;4;0;0;0;0;0;20,3866171;40,7732342;0;17;12;0;0;0;Malware;270
3;83;23529;2;16;11822;26;28;8;100;795;4;6;8;29;0;9;8;62;20,36531365;40,73062731;27;35;25;0;0;0;Malware;271
0;83;38065;1;16;14957;73;132;18;100;2452;2;7;31;13;0;6;0;204;20,13851351;40,27702703;28;36;27;0;0;0;Malware;272
0;83;16285;1;16;3107;4;42;1;100;200;0;4;27;1;0;2;0;19;22,63271605;45,2654321;0;9;5;0;0;0;Malware;273
0;83;3065;1;16;508;3;0;7;0;189;1;2;124;1;0;0;0;0;24,3071161;48,61423221;11;8;5;0;0;0;Malware;274
0;82;3018;1;17;444;2;4;2;0;45;0;2;8;1;0;1;0;18;23,72093023;47,44186047;0;6;4;0;0;0;Malware;275
3;82;23051;1;17;5145;11;102;9;0;859;2;8;124;6;0;3;0;77;23,7202381;47,44047619;390;22;12;0;0;0;Malware;276
0;83;5147;1;16;362;6;10;5;0;112;2;3;5;6;0;6;7;13;23,58112094;47,16224189;0;17;12;0;0;0;Malware;277
37;82;2164;3;17;7857;3;0;0;100;46;7;19;15;72;0;18;0;1;22,37681159;44,75362319;0;145;119;0;0;0;Malware;278
0;83;4395;1;16;797;2;0;0;0;91;2;7;36;5;0;5;0;37;22,8;45,6;0;25;16;0;0;0;Malware;279
3;83;23829;2;16;11865;26;28;8;100;814;4;6;8;29;0;9;8;63;22,37681159;44,75362319;49;35;25;0;0;0;Malware;280
0;82;6922;1;17;375;7;11;6;100;151;2;3;4;1;0;2;0;22;22,26149425;44,52298851;0;13;8;0;0;0;Malware;281
0;83;8467;1;16;296;7;22;6;0;243;1;3;262;5;0;4;0;19;22,75265957;45,50531915;0;13;9;0;0;0;Malware;282
0;83;19667;1;16;3680;13;33;3;0;383;0;5;18;0;0;0;7;68;22,52736318;45,05472637;310;12;7;0;0;0;Malware;283
0;83;8976;1;16;1538;3;51;9;0;374;1;9;10;9;22;5;1;74;22,29508197;44,59016393;8;22;12;0;0;0;Malware;284
0;82;8453;1;17;1070;3;14;6;100;1068;1;9;8;10;0;3;0;60;22,26724138;44,53448276;263;26;16;0;0;0;Malware;285
0;83;18932;1;16;4616;21;15;7;0;298;0;6;17;0;1;0;0;31;22,42857143;44,85714286;0;10;4;0;0;0;Malware;286
37;83;2164;3;16;7857;3;0;0;100;46;7;19;15;72;0;18;0;1;22,26724138;44,53448276;0;145;119;0;0;0;Malware;287
0;83;123;2;16;1464;1;0;0;100;0;0;5;4;0;0;0;0;0;22,23782235;44,4756447;0;17;12;0;0;0;Malware;288
0;83;6530;1;16;880;7;15;2;0;147;0;3;196;0;0;0;0;5;22,09429825;44,18859649;0;5;2;0;0;0;Malware;289
8;83;48193;1;16;15281;15;24;5;100;1387;6;20;21;40;0;27;1;47;23,27906977;46,55813953;13;129;103;0;0;0;Malware;290
37;82;2054;3;17;7711;3;0;0;100;45;7;19;16;71;0;18;0;0;23,27906977;46,55813953;0;144;118;0;0;0;Malware;291
0;82;9046;1;17;1723;18;2;1;0;210;1;5;83;5;0;3;0;56;22,1703854;44,34077079;1;17;11;0;0;0;Malware;292
0;83;8453;1;16;1070;3;14;6;100;1068;1;9;8;10;0;3;0;60;23,27906977;46,55813953;263;26;16;0;0;0;Malware;293
0;83;6041;1;16;362;6;12;7;0;121;2;3;9;6;0;6;7;18;21,79607843;43,59215686;0;17;12;0;0;0;Malware;294
3;83;23831;2;16;11868;26;28;8;100;814;4;6;8;29;0;9;8;63;23,27906977;46,55813953;49;35;25;0;0;0;Malware;295
0;83;123;2;16;47;1;0;0;100;0;3;11;4;15;0;7;0;0;23,25;46,5;0;38;24;0;0;0;Malware;296
0;83;4058;1;16;616;2;12;0;0;110;0;1;180;0;0;0;0;0;21,56925996;43,13851992;0;2;1;0;0;0;Malware;297
0;83;6912;1;16;371;7;11;6;100;146;2;3;4;1;0;2;0;22;23,14066496;46,28132992;0;13;8;0;0;0;Malware;298
0;83;123;2;16;112;1;0;0;100;0;3;11;4;14;0;6;0;0;23,1122449;46,2244898;0;42;28;0;0;0;Malware;299
0;87;1536;1;12;259;2;3;4;0;11;0;5;254;0;0;0;0;6;21,44736842;42,89473684;0;7;2;0,532894737;0;0;Malware;300
1;82;249;2;17;176;2;0;0;100;0;2;4;58;7;0;4;0;0;23,15267176;46,30534351;0;15;9;0;0;0;Malware;301
3;83;23829;2;16;11865;26;28;8;100;814;4;6;8;29;0;9;8;63;23,15267176;46,30534351;49;35;25;0;0;0;Malware;302
0;83;9681;2;16;1245;9;22;6;100;316;2;3;32;3;0;2;0;24;32,125;64,25;0;20;15;0;0;0;Malware;303
0;87;6896;1;12;1193;2;14;3;0;197;0;0;220;0;0;0;7;12;20,63333333;41,26666667;0;3;3;2,638888889;0;0;Malware;304
0;83;8418;1;16;296;7;22;6;0;243;1;3;262;1;0;2;0;19;21,53977273;43,07954545;0;12;8;0;0;0;Malware;305
0;83;5322;1;16;847;6;13;1;0;124;0;2;0;0;2;1;0;8;21,53977273;43,07954545;0;5;3;0;0;0;Malware;306
0;83;7004;1;16;406;7;11;6;0;151;1;2;4;1;0;2;0;20;21,50566038;43,01132075;0;11;8;0;0;0;Malware;307
0;83;3013;1;16;265;2;4;0;0;48;1;10;289;1;0;0;0;4;21,0631769;42,12635379;15;20;9;0;0;0;Malware;308
0;82;8477;1;17;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;19,125;38,25;263;26;16;0;0;0;Malware;309
0;87;4366;1;12;349;6;8;3;0;74;1;2;4;5;0;4;0;16;20,90892857;41,81785714;0;11;8;0;0;0;Malware;310
0;87;11626;1;12;4800;2;19;3;0;259;1;4;205;5;0;5;0;59;20,46376812;40,92753623;216;16;11;6,816425121;0;0;Malware;311
0;83;123;2;16;1464;1;0;0;100;0;0;5;4;0;0;0;0;0;19,01538462;38,03076923;0;17;12;0;0;0;Malware;312
0;86;9290;1;13;2550;3;14;6;0;1097;1;9;0;13;0;10;0;70;20,90892857;41,81785714;244;26;16;0;0;0;Malware;313
0;87;4920;1;12;274;6;10;6;0;98;2;3;9;2;0;2;0;78;19,56578947;39,13157895;0;19;14;0,342105263;0;0;Malware;314
3;83;23538;2;16;11817;26;28;8;100;795;4;6;7;29;0;9;8;61;19,15625;38,3125;27;35;25;0;0;0;Malware;315
0;83;1424;1;16;196;2;0;0;0;14;0;2;487;0;0;0;0;4;20,42857143;40,85714286;0;6;4;0;0;0;Malware;316
0;87;9290;1;12;2550;3;14;6;0;1097;1;9;4;13;0;10;0;70;19,48471616;38,96943231;244;26;16;0,799126638;0;0;Malware;317
0;83;6041;1;16;362;6;12;7;0;121;2;3;9;6;0;6;7;18;20,42857143;40,85714286;0;17;12;0;0;0;Malware;318
0;82;8414;1;17;292;7;22;6;0;238;1;3;243;1;0;2;0;19;29,07142857;58,14285714;0;12;8;0;0;0;Malware;319
0;83;6693;1;16;1137;2;12;0;0;113;0;2;232;0;0;0;0;1;22,05882353;44,11764706;0;4;2;0;0;0;Malware;320
0;86;15569;1;13;4251;4;38;10;100;906;3;13;62;11;1;7;8;66;19,97701149;39,95402299;241;38;22;0;0;0;Malware;321
0;83;63723;1;16;14675;106;57;11;100;1256;1;9;28;6;3;4;1;112;22,37903226;44,75806452;32;24;14;0;0;0;Malware;322
11;83;54744;2;16;35074;19;166;16;100;1447;4;9;15;45;3;36;7;408;25,20987654;50,41975309;73;40;27;0;0;0;Malware;323
0;83;8456;1;16;295;7;22;6;0;249;1;3;262;5;0;4;0;19;19,76136364;39,52272727;0;13;9;0;0;0;Malware;324
1;83;441;2;16;3184;2;0;0;100;0;2;13;69;11;0;5;0;0;25,26190476;50,52380952;0;39;24;0;0;0;Malware;325
0;83;123;1;16;1464;1;0;0;0;0;0;5;0;0;0;0;0;0;19,76136364;39,52272727;0;17;12;0;0;0;Malware;326
37;83;2054;3;16;7711;3;0;0;100;45;7;19;16;71;0;18;0;0;19,6728972;39,34579439;0;144;118;0;0;0;Malware;327
0;83;23757;1;16;6744;4;71;8;0;1330;2;4;57;4;2;2;7;68;24,58823529;49,17647059;2;29;23;0;0;0;Malware;328
0;83;2279;2;16;3515;2;1;0;100;49;3;10;6;9;0;3;0;2;22,18285714;44,36571429;0;32;19;0;0;0;Malware;329
0;87;9385;1;12;3060;3;14;7;100;1110;1;9;8;14;0;9;1;71;21,0625;42,125;244;26;16;0;0;0;Malware;330
1;82;38184;1;17;8358;41;58;17;100;706;0;1;10;5;7;3;7;118;21,57894737;43,15789474;283;7;6;0;0;0;Malware;331
2;82;51843;2;17;22100;60;137;13;100;1644;5;13;16;19;0;20;2;91;21,48571429;42,97142857;7185;199;181;0;0;0;Malware;332
0;83;6917;1;16;375;7;11;6;100;146;2;3;4;1;0;2;0;22;20,5;41;0;13;8;0;0;0;Malware;333
0;83;34991;1;16;7535;16;61;3;0;732;2;5;0;6;0;2;0;85;20,5;41;117;24;17;0;0;0;Malware;334
0;83;5956;1;16;359;6;12;7;0;120;2;3;9;6;0;6;7;19;17,53225806;35,06451613;0;17;12;0;0;0;Malware;335
2;87;30896;1;12;9109;8;60;10;0;2157;6;7;39;6;0;12;0;209;23,91919192;47,83838384;0;46;33;0;0;0;Malware;336
0;87;4366;1;12;349;6;8;3;0;74;1;2;4;5;0;4;0;16;22,93333333;45,86666667;0;11;8;0;0;0;Malware;337
1;83;286;1;16;4986;2;0;0;0;0;2;10;58;7;0;3;0;0;22,74311927;45,48623853;0;26;14;0;0;0;Malware;338
0;83;5692;2;16;721;2;42;5;100;53;1;9;11;11;0;10;0;25;21,73188406;43,46376812;1;22;12;0;0;0;Malware;339
1;83;83;1;16;2883;2;0;0;0;0;3;12;120;6;0;4;0;0;21,62589928;43,25179856;0;38;23;0;0;0;Malware;340
0;82;14743;1;17;3306;4;20;1;0;246;2;3;28;0;0;0;0;47;21,16666667;42,33333333;1;13;8;0;0;0;Malware;341
6;79;69755;2;20;44523;27;109;17;100;1176;0;0;13;35;1;0;2;55;22,35233161;44,70466321;0;0;0;0;0;0;Malware;342
1;81;24214;1;18;5538;7;32;8;0;305;0;0;299;3;0;0;0;37;24,28502415;48,57004831;0;0;0;0;0;0;Malware;343
1;81;66543;1;18;16806;40;128;35;100;590;0;0;0;0;0;0;1;112;24,28502415;48,57004831;0;0;0;0;0;0;Malware;344
7;79;62717;2;20;44394;24;151;7;100;822;0;2;7;15;1;12;0;51;25,02553191;50,05106383;2;10;8;0;0;0;Benign;345
4;79;62425;2;20;32208;36;129;8;100;494;1;2;14;0;0;0;0;60;29,34482759;58,68965517;2;7;4;0;0;0;Benign;346
1;81;23153;1;18;3366;54;31;2;0;305;0;4;112;0;0;0;0;48;26,05084746;52,10169492;1;8;4;0;0;0;Benign;347
5;80;44074;2;19;24177;27;166;14;100;755;0;2;8;14;0;9;3;91;23,63736264;47,27472527;0;13;11;0;0;0;Benign;348
11;80;65194;2;19;60707;36;176;12;100;712;0;0;9;15;3;0;3;26;29,11666667;58,23333333;5;0;0;0;0;0;Benign;349
4;81;34279;2;18;38576;17;53;7;100;747;0;0;13;24;213;0;0;22;17,96969697;35,93939394;0;0;0;0,121212121;0;0;Benign;350
1;82;24202;1;17;3391;61;33;2;0;332;0;5;105;1;0;0;0;54;19,32307692;38,64615385;1;10;5;0,030769231;0;0;Benign;351
2;81;36406;1;18;11417;20;54;11;100;584;1;4;0;10;0;2;7;22;19,32307692;38,64615385;0;13;8;0;0;0;Benign;352
4;80;68532;2;19;37050;48;66;16;100;802;0;6;10;17;0;6;8;71;21,02830189;42,05660377;0;35;29;0,056603774;0;0;Benign;353
11;80;44607;2;19;45074;23;135;22;100;1062;0;0;10;21;0;0;0;78;21,33103448;42,66206897;351;0;0;0,034482759;0;0;Benign;354
3;81;41153;1;18;11287;15;58;10;100;333;0;2;22;0;0;0;0;48;23,32544379;46,65088757;16;4;2;0;0;0;Benign;355
0;82;19834;1;17;7325;15;17;1;100;207;0;0;153;0;0;0;0;3;25,18378378;50,36756757;0;0;0;0;0;0;Benign;356
3;80;49820;2;19;15680;30;55;11;100;414;0;0;31;3;0;3;0;85;26,53333333;53,06666667;309;5;5;0;0;0;Benign;357
8;80;58198;2;19;19212;38;237;14;100;821;0;0;20;15;0;0;2;64;20,67857143;41,35714286;0;0;0;0;0;0;Benign;358
3;80;43403;2;19;13205;18;46;12;100;558;0;0;25;5;0;0;0;76;25,72727273;51,45454545;1;0;0;0;0;0;Benign;359
11;80;53209;2;19;36999;41;239;17;100;933;3;3;14;13;0;16;2;106;24,15584416;48,31168831;0;26;20;0;0;0;Benign;360
5;81;53832;2;18;29567;38;107;11;100;890;0;1;14;19;0;14;1;55;26,65957447;53,31914894;13;28;27;0;0;0;Benign;361
7;80;58396;2;19;25681;47;170;9;100;981;0;0;11;11;0;11;3;33;29,5483871;59,09677419;1;7;7;0;0;0;Benign;362
18;81;52052;1;18;11809;86;152;21;0;1072;0;0;7;23;2;0;1;73;21,94285714;43,88571429;998;0;0;2,571428571;0;0;Benign;363
7;82;49423;2;17;38348;21;71;14;100;773;1;4;10;10;1;5;2;55;24,50505051;49,01010101;25;13;8;3,585858586;0;0;Benign;364
7;79;44322;2;20;7527;25;62;11;100;882;0;4;19;14;0;12;0;116;25,41284404;50,82568807;2;12;8;0,697247706;0;0;Benign;365
7;80;61876;2;20;27742;26;85;9;100;727;0;4;30;10;0;10;2;38;27,81196581;55,62393162;0;13;9;4,179487179;0;0;Benign;366
7;80;81965;2;19;64131;45;93;7;100;756;1;10;7;26;4;15;2;65;20,82608696;41,65217391;598;33;22;0;0;0;Benign;367
9;81;56872;2;18;70193;36;547;57;100;2304;0;5;7;17;2;22;0;72;18,27272727;36,54545455;214;16;11;0;0;0;Benign;368
4;81;38317;2;18;17717;14;128;15;100;763;0;3;11;17;0;12;0;93;19,78571429;39,57142857;1;12;9;0;0;0;Benign;369
13;82;70047;2;17;65317;50;85;60;100;823;0;5;11;37;151;26;0;83;22,91071429;45,82142857;813;31;26;0;0;0;Benign;370
2;79;59956;2;20;21437;30;117;15;100;693;0;0;13;11;4;7;1;64;24,2;48,4;206;21;21;0;0;0;Benign;371
10;79;48665;3;20;16939;26;187;11;100;940;0;1;10;15;1;22;4;91;17,65853659;35,31707317;16;16;15;82,46341463;0;0;Benign;372
9;80;42828;2;19;77144;42;842;7;100;1843;0;0;8;37;21;0;2;62;16,97826087;33,95652174;7;0;0;18,04347826;0;0;Benign;373
4;88;28897;1;11;15310;22;51;11;0;634;0;2;19;7;0;10;8;16;22,52857143;45,05714286;14;8;6;3,271428571;0;0;Benign;374
4;88;66302;2;11;31243;31;81;28;100;542;0;0;16;10;4;0;2;100;22,89361702;45,78723404;85;0;0;42,58510638;0;0;Benign;375
7;88;50353;2;11;55927;22;129;6;100;3040;1;5;0;21;0;15;2;26;22,89361702;45,78723404;383;23;17;4,978723404;0;0;Benign;376
15;87;36556;2;12;32885;22;54;5;100;809;2;7;15;24;0;18;2;74;23,75;47,5;47;39;30;18,4296875;0;0;Benign;377
0;88;7137;1;11;1298;4;1;0;0;50;0;3;26;0;0;0;0;11;21,0295858;42,0591716;0;9;6;0,076923077;0;0;Benign;378
5;88;67307;2;11;30319;32;225;11;100;1007;1;4;16;14;1;10;2;53;21;42;106;17;12;17,53846154;0;0;Benign;379
3;87;46526;2;12;16523;51;287;10;100;954;0;3;10;2;0;3;7;75;21,23923445;42,4784689;2;8;5;1,330143541;0;0;Benign;380
1;88;57343;1;11;13601;43;35;14;0;543;0;1;0;6;0;4;7;84;21,23923445;42,4784689;337;7;6;1,894736842;0;0;Benign;381
