Providers number;Extern attribute;Global strings number;Dex number;Intern attribute;Argument Type number;Balise number;Call number;Special strings number;Custom Argument;Affectation number;Number of sginature permission;Number of Dangerous permission;Average size of class;Services number;Android API;Receivers Numbers;Unicode number;URL Number;Weighted Method per class;Reponse for class;Class number;Permission number;Other Permission number;Number of child;Other Type String Number;SystemArgs;Type;Index
0;80;26839;1;19;9063;17;43;27;0;389;0;0;25;0;0;0;1;71;23,0610687;46,1221374;0;0;0;0;0;0;Benign;578
2;80;56721;2;19;20185;19;47;9;100;516;0;0;40;4;0;7;7;64;25,12582781;50,25165563;43;5;5;0;0;0;Benign;579
5;79;67424;3;20;52678;74;166;7;100;1065;0;4;7;20;1;15;0;27;32,63157895;65,26315789;1735;13;9;0;0;0;Malware;580
6;78;69253;2;21;34120;28;89;26;100;713;0;3;10;18;43;7;7;113;18,85;37,7;0;14;11;0;0;0;Benign;581
3;80;43386;1;19;18328;18;28;4;0;360;0;0;12;9;1;0;0;24;20,33333333;40,66666667;0;0;0;0;0;0;Benign;582
4;80;50274;2;19;9530;22;67;13;100;733;0;0;18;5;0;0;0;77;19,86842105;39,73684211;114;0;0;0;0;0;Benign;583
1;82;25847;1;17;11929;15;25;8;0;504;1;2;15;5;0;7;8;9;22,38738739;44,77477477;0;13;10;0;0;0;Benign;584
4;81;60812;2;18;44268;95;65;17;100;660;0;3;11;12;8;13;2;73;39,95121951;79,90243902;16;13;10;0;0;0;Benign;585
5;82;36933;2;17;73295;21;78;15;100;777;0;8;21;36;0;10;7;46;40,61666667;81,23333333;23;22;14;0;0;0;Benign;586
8;80;66249;2;19;69646;103;66;6;100;1106;0;8;13;113;10;26;0;63;51,7;103,4;557;27;19;0;0;0;Benign;587
7;81;73709;2;18;47836;91;58;20;100;908;2;7;7;17;324;13;2;56;46,00862069;92,01724138;197;25;16;0;0;0;Benign;588
4;83;57043;1;16;15042;39;130;15;0;1060;0;0;10;5;0;0;3;44;24,73333333;49,46666667;166;0;0;0;0;0;Benign;589
4;80;57636;2;19;19506;26;81;4;100;558;0;4;16;8;0;3;0;50;23,64285714;47,28571429;2915;14;10;0;0;0;Benign;590
3;82;50350;2;17;15048;22;61;14;100;702;1;4;21;7;0;3;1;56;29;58;268;11;6;0;0;0;Benign;591
9;80;62068;2;19;54642;36;54;63;100;886;1;6;49;22;1;24;0;47;24,23762376;48,47524752;63;28;21;0,633663366;0;0;Benign;592
1;80;29626;2;19;13553;26;38;13;100;1027;0;1;9;10;0;5;8;38;24,11111111;48,22222222;15;9;8;0;0;0;Benign;593
2;82;18895;1;17;6246;17;50;2;0;262;0;0;11;1;0;3;7;9;22,1048951;44,20979021;1;4;4;0;0;0;Malware;594
6;79;86717;1;20;26994;23;127;2;100;777;0;0;0;13;23;0;0;7;22,1048951;44,20979021;0;0;0;0,013986014;0;0;Benign;595
5;82;44131;2;17;30964;20;83;8;100;711;0;2;0;14;0;12;0;38;22,1048951;44,20979021;2;12;10;0;0;0;Benign;596
8;81;54645;2;18;23985;43;78;20;100;1351;0;0;9;16;0;0;8;116;22,77005348;45,54010695;6;0;0;0;0;0;Benign;597
6;79;45263;2;20;8761;13;84;15;100;1423;0;0;88;13;0;0;8;78;23,39047619;46,78095238;2;0;0;0,00952381;0;0;Benign;598
5;81;51444;2;18;7364;12;69;15;100;929;0;0;13;11;1;0;0;95;23,54794521;47,09589041;0;0;0;0,00456621;0;0;Benign;599
1;81;13062;1;18;4681;20;25;0;0;211;0;2;72;0;0;0;0;5;25,92276423;51,84552846;167;4;2;0;0;0;Benign;600
9;77;42953;2;22;34567;49;88;23;100;1098;1;5;9;17;0;14;2;73;28,125;56,25;21;19;13;0;0;0;Benign;601
11;79;62290;2;20;32062;24;60;12;100;727;0;5;10;19;5;15;0;57;23,50746269;47,01492537;600;16;11;0;0;0;Benign;602
2;83;23189;2;16;11390;39;130;11;100;919;0;2;9;9;0;4;8;23;22,48113208;44,96226415;9;26;24;0;0;0;Benign;603
6;77;68228;2;22;32544;24;61;31;100;681;0;8;11;9;5;5;2;130;22,28571429;44,57142857;78;19;11;0;0;0;Benign;604
2;80;35118;2;19;11712;13;36;10;100;328;0;3;39;0;0;0;0;58;25,77536232;51,55072464;0;6;3;0;0;0;Benign;605
2;79;34705;2;20;39258;29;54;15;100;787;0;3;20;14;0;23;2;51;25,77777778;51,55555556;489;19;16;0;0;0;Benign;606
3;82;59845;2;17;19846;48;78;13;100;766;0;0;11;8;0;0;1;92;26,19021739;52,38043478;1242;0;0;0;0;0;Benign;607
6;81;85493;1;18;36837;21;59;2;0;790;0;0;9;16;17;0;0;7;34,48275862;68,96551724;0;0;0;0;0;0;Benign;608
2;80;13254;1;19;7595;17;18;8;0;349;0;0;21;0;0;0;8;4;27,984375;55,96875;62;0;0;0;0;0;Benign;609
12;78;66287;2;21;64600;28;70;19;100;1319;0;0;10;17;0;0;3;52;23,90566038;47,81132075;82;0;0;0;0;0;Benign;610
2;76;67304;2;23;29816;28;79;34;100;552;0;1;11;11;3;9;7;117;23,3968254;46,79365079;5;21;20;0;0;0;Benign;611
4;81;26124;1;18;11889;21;70;11;0;569;1;3;11;3;0;3;8;92;24,41176471;48,82352941;616;15;11;0;0;0;Benign;612
4;81;49503;2;18;100900;29;93;61;100;782;0;0;7;17;8;0;2;40;22,42857143;44,85714286;262;0;0;0;0;0;Benign;613
12;81;52075;2;18;44417;22;42;6;100;588;3;5;12;17;3;14;0;7;22,20304569;44,40609137;3;17;9;0;0;0;Benign;614
5;81;14260;2;18;3166;8;32;3;100;282;0;2;16;8;1;9;0;91;21,63675214;43,27350427;0;9;7;0;0;0;Benign;615
8;81;57763;2;18;14504;64;126;14;100;1043;0;0;14;18;0;0;7;136;21,83137255;43,6627451;1;0;0;0;0;0;Benign;616
7;80;59781;2;19;31316;20;58;11;100;794;0;2;15;11;0;10;2;65;24,5;49;2;11;9;0;0;0;Benign;617
9;80;66216;2;19;55897;23;165;9;100;872;1;2;7;19;1;13;3;72;27,28333333;54,56666667;56;15;12;0;0;0;Benign;618
0;80;1925;1;19;236;2;0;1;0;19;0;0;138;0;0;0;0;1;23;46;0;3;3;0;0;0;Benign;619
2;80;44769;2;19;10228;22;51;12;100;562;0;1;37;4;2;7;0;64;25,33333333;50,66666667;1;8;7;0;0;0;Benign;620
5;81;56149;1;18;18730;32;54;14;100;882;0;0;8;15;0;0;2;46;24,49137931;48,98275862;3;0;0;0;0;0;Benign;621
5;81;40715;2;18;13985;30;74;21;100;1072;0;2;8;15;0;8;8;60;23,97297297;47,94594595;214;11;9;0;0;0;Benign;622
5;81;73658;2;18;33753;31;57;16;100;890;0;5;15;16;3;20;0;55;24,125;48,25;0;12;7;0;0;0;Benign;623
0;81;24490;1;18;8929;9;17;2;0;232;0;0;97;0;0;7;0;3;26,69021739;53,38043478;0;2;2;0;0;0;Benign;624
5;80;27325;2;19;19525;18;49;8;100;796;1;3;6;14;0;11;2;54;25,78865979;51,57731959;1140;13;9;0;0;0;Benign;625
6;80;43361;2;19;7104;37;67;17;100;1180;0;0;13;16;0;0;7;78;25,59633028;51,19266055;548;0;0;0;0;0;Benign;626
5;74;44076;2;25;36219;23;92;25;100;636;0;4;8;10;2;8;7;90;23,96923077;47,93846154;0;29;25;0;0;0;Benign;627
5;81;56448;2;18;14449;22;64;21;100;765;0;6;14;7;0;6;8;88;36;72;282;13;7;0;0;0;Benign;628
4;81;25812;1;18;15426;25;92;10;0;613;0;0;8;9;0;0;8;43;27,02631579;54,05263158;401;0;0;0;0;0;Benign;629
3;83;25049;1;16;9252;34;107;8;100;860;0;3;11;7;0;3;8;10;21,5;43;7;26;23;0;0;0;Benign;630
4;81;57960;1;18;109934;63;280;26;0;1464;0;5;3;23;6;16;8;73;19,16666667;38,33333333;2155;19;14;0;0;0;Benign;631
3;78;31481;1;21;4626;10;49;8;100;431;0;0;25;4;0;0;0;65;33,65;67,3;1;0;0;0;0;0;Benign;632
4;76;61098;2;23;19919;19;58;12;100;701;0;2;11;19;5;15;0;69;34,57446809;69,14893617;3;27;25;0;0;0;Benign;633
6;81;59306;2;18;66621;34;77;25;100;1287;3;8;10;18;0;11;1;147;23,17073171;46,34146341;63;31;20;0;0;0;Benign;634
3;80;747;1;19;2891;2;0;0;0;2;2;3;138;4;0;2;0;0;22,53488372;45,06976744;0;13;8;0;0;0;Benign;635
0;83;18488;1;16;4264;6;21;4;0;284;0;0;267;1;0;0;0;43;30,03225806;60,06451613;0;0;0;0;0;0;Benign;636
2;78;38104;2;21;5310;10;49;13;100;575;0;0;30;5;0;0;0;65;32,87837838;65,75675676;0;0;0;0;0;0;Benign;637
6;82;51512;2;17;19796;23;120;10;100;714;1;3;6;22;1;22;1;83;31,58415842;63,16831683;5;31;27;0;0;0;Benign;638
5;79;60236;2;20;30998;21;72;10;100;750;0;1;10;10;1;5;1;88;29,33587786;58,67175573;239;11;10;0;0;0;Benign;639
4;80;35357;2;19;18347;22;73;13;100;690;0;2;56;9;0;10;8;68;29,46753247;58,93506494;1426;10;8;0;0;0;Benign;640
4;81;16481;1;18;8042;18;35;5;0;314;1;4;10;0;0;0;0;4;28,13333333;56,26666667;238;8;3;0;0;0;Benign;641
11;80;40380;2;19;18951;24;56;24;100;680;0;0;11;17;1;0;0;82;27,15207373;54,30414747;60;0;0;0;0;0;Benign;642
6;79;55195;2;20;24783;101;160;10;100;1316;0;5;16;8;0;5;7;48;26,95967742;53,91935484;1497;12;7;0;0;0;Benign;643
7;80;62727;1;19;55487;23;73;3;100;811;0;0;7;22;1;0;0;10;27,75609756;55,51219512;1;0;0;0;0;0;Benign;644
1;79;45335;2;20;15282;19;46;11;100;399;0;1;44;2;0;2;0;63;32,68518519;65,37037037;1;6;5;0;0;0;Benign;645
1;80;4675;2;19;11980;2;0;0;100;191;0;2;19;2;0;1;0;0;31,62337662;63,24675325;1;4;2;0;0;0;Benign;646
1;81;21690;1;18;5261;4;36;7;100;297;0;2;41;5;0;3;0;44;35,29213483;70,58426966;36;23;21;0;0;0;Benign;647
8;73;38148;2;26;24087;25;63;16;100;669;0;7;6;14;4;12;1;55;15,20588235;30,41176471;5;19;12;0;0;0;Benign;648
5;78;42050;2;21;33797;22;63;14;100;854;0;0;16;11;0;0;0;78;18,11940299;36,23880597;5811;0;0;0;0;0;Benign;649
7;78;52598;2;21;21379;133;78;18;100;1219;0;0;9;13;0;0;9;93;18,86111111;37,72222222;1;0;0;0;0;0;Benign;650
3;77;33057;2;22;9178;22;48;17;100;798;1;1;18;9;0;4;1;67;19,75206612;39,50413223;2;20;18;0;0;0;Benign;651
9;80;39395;2;19;24730;26;188;20;100;924;0;0;6;14;0;0;9;68;18,07333333;36,14666667;473;0;0;0;0;0;Benign;652
2;81;39074;1;18;12560;28;116;11;0;611;0;0;7;5;2;0;8;20;19,2962963;38,59259259;1242;0;0;0;0;0;Benign;653
1;82;24345;1;17;6385;7;29;5;100;347;0;5;121;3;0;2;7;33;21,3988764;42,79775281;17;20;15;0;0;0;Benign;654
5;83;59353;2;16;23884;24;76;14;100;537;0;3;33;9;0;8;8;90;21,41798942;42,83597884;88;12;9;0;0;0;Benign;655
7;79;51946;1;20;8772;29;149;19;0;1927;0;0;7;15;0;0;7;71;10,4;20,8;5;0;0;33,2;0;0;Benign;656
8;80;45262;2;19;50840;81;66;14;100;837;0;0;12;24;1;0;2;81;18,40506329;36,81012658;36;0;0;22,62025316;0;0;Benign;657
0;81;29632;1;18;8491;8;18;0;0;243;0;0;93;0;0;0;0;23;25,66055046;51,32110092;64;2;2;0,339449541;0;0;Benign;658
4;80;49660;1;20;6194;24;131;15;0;692;0;3;22;8;4;8;7;78;26,10833333;52,21666667;0;9;6;159,4;0;0;Benign;659
4;81;60824;1;18;23712;76;143;9;0;1107;0;1;46;11;8;13;2;45;24,34090909;48,68181818;25;10;9;0;0;0;Benign;660
3;82;34117;1;17;10973;24;94;10;0;836;0;0;103;12;0;0;8;62;28,12903226;56,25806452;3;0;0;0;0;0;Benign;661
6;79;49080;2;20;29465;22;233;8;100;707;0;0;16;11;0;0;0;95;28,73626374;57,47252747;124;0;0;0;0;0;Benign;662
3;81;63579;2;18;34158;27;63;10;100;834;0;3;14;12;42;11;2;65;29,32110092;58,64220183;0;10;7;0;0;0;Benign;663
3;80;18644;1;19;3460;15;35;4;0;620;3;7;10;7;2;11;7;24;28,04379562;56,08759124;0;51;41;0,02189781;0;0;Benign;664
1;81;66822;2;18;18803;56;124;19;100;1171;0;4;5;14;1;5;1;83;28,15286624;56,30573248;422;14;10;5,121019108;0;0;Benign;665
8;81;57788;2;18;38048;21;49;64;100;1230;0;7;0;19;2;12;7;73;28,15286624;56,30573248;5;24;17;4,987261146;0;0;Malware;666
6;78;33320;2;21;7803;69;136;14;100;1127;0;0;9;11;37;7;8;54;26,61306533;53,22613065;288;7;7;0,180904523;0;0;Benign;667
17;81;45624;2;18;40395;52;83;15;100;701;2;7;20;18;4;12;2;35;22,7027027;45,40540541;0;29;20;0;0;0;Benign;668
10;82;74830;2;17;39309;36;217;14;100;1030;0;5;11;25;2;20;2;84;28,63013699;57,26027397;940;32;27;0;0;0;Benign;669
7;81;39343;2;18;46366;45;70;7;100;947;0;4;10;12;1;16;0;53;28,32692308;56,65384615;2402;16;12;0;0;0;Benign;670
7;81;61977;1;18;18587;29;96;11;100;710;0;0;11;10;1;15;0;62;28,2295082;56,45901639;217;26;26;0;0;0;Benign;671
14;80;72754;2;19;52272;24;171;17;100;975;0;0;8;18;35;0;8;70;23,62790698;47,25581395;0;0;0;0;0;0;Benign;672
12;81;58585;2;18;30436;36;208;23;100;1361;3;7;0;27;0;24;9;116;23,62790698;47,25581395;0;43;33;0;0;0;Benign;673
14;78;62144;2;21;40058;30;165;16;100;1258;0;0;15;20;4;0;8;64;23,28070175;46,56140351;0;0;0;0;0;0;Benign;674
9;79;41474;2;20;52656;31;160;18;100;1165;1;2;15;23;0;18;4;49;21,73255814;43,46511628;186;33;30;0;0;0;Benign;675
18;80;71037;2;20;60045;39;171;17;100;921;2;8;6;17;4;18;3;100;23,95041322;47,90082645;33;34;24;0;0;0;Benign;676
1;81;17058;1;18;8172;19;36;5;0;424;0;4;12;3;0;0;1;20;23,9025974;47,80519481;0;8;4;0;0;0;Benign;677
5;77;59771;2;22;23895;29;97;12;100;729;0;0;20;7;0;0;1;68;25,47368421;50,94736842;1;0;0;0;0;0;Benign;678
3;81;28043;1;18;16160;25;55;12;100;633;1;2;17;12;0;7;8;43;26,15508021;52,31016043;1;27;24;0;0;0;Benign;679
1;81;13004;1;18;9202;16;115;5;0;306;0;0;13;2;0;0;7;7;26,28110599;52,56221198;0;0;0;0;0;0;Benign;680
2;80;20963;1;19;4005;6;22;4;0;542;0;4;4;1;0;1;0;33;26,17889908;52,35779817;0;9;5;0;0;0;Benign;681
8;81;63696;2;18;16989;76;217;13;100;1861;0;0;8;14;2;0;7;78;26,19305019;52,38610039;882;0;0;0,528957529;0;0;Benign;682
4;87;26138;2;12;67394;6;13;4;100;670;0;0;7;31;5;0;34;60;30,86842105;61,73684211;0;0;0;0,078947368;0;0;Malware;683
6;81;58936;2;18;42832;38;104;6;100;1047;0;4;46;20;0;7;1;17;27,975;55,95;63;22;18;0;0;0;Benign;684
4;82;57213;2;17;22282;85;38;10;100;870;0;3;14;17;0;5;7;32;29,37288136;58,74576271;3456;28;25;0;0;0;Benign;685
3;78;54818;2;21;31127;22;53;22;100;771;0;0;7;18;1;0;0;103;26,52272727;53,04545455;619;0;0;0;0;0;Benign;686
0;81;57994;2;18;16732;28;185;9;100;598;0;1;27;3;0;1;7;50;28,39047619;56,78095238;0;4;3;0;0;0;Benign;687
12;81;57697;2;18;36638;26;170;12;100;1258;0;0;21;10;0;0;1;33;27,38461538;54,76923077;0;0;0;0;0;0;Benign;688
1;83;29178;1;16;4154;18;119;6;0;465;0;0;75;0;0;0;0;39;35,54545455;71,09090909;0;0;0;0;0;0;Benign;689
0;81;5869;1;18;1012;2;1;0;0;26;0;0;125;0;0;0;0;4;24,22077922;48,44155844;0;0;0;0;0;0;Benign;690
5;80;60299;1;19;22327;25;73;13;100;659;0;0;10;10;0;0;0;68;22,92957746;45,85915493;238;0;0;0;0;0;Benign;691
5;81;58413;2;18;23404;19;57;9;100;941;0;4;10;11;0;4;0;81;24,77906977;49,55813953;5;10;6;0;0;0;Benign;692
6;81;37150;2;18;23105;27;47;19;100;1170;0;2;7;16;0;12;9;71;24,28571429;48,57142857;41;10;8;0;0;0;Benign;693
2;80;49298;2;19;15236;14;45;9;100;434;0;2;0;2;0;0;0;60;24,28571429;48,57142857;76;5;3;0;0;0;Benign;694
4;80;18296;3;19;12118;18;45;7;100;672;0;2;10;11;0;11;7;38;21,40506329;42,81012658;823;10;8;5,715189873;0;0;Benign;695
5;81;48129;2;18;24111;38;91;9;100;668;0;2;11;5;0;8;1;47;22,23837209;44,47674419;662;7;5;11,1627907;0;0;Benign;696
4;81;36170;2;18;17709;36;96;15;100;1068;0;5;11;17;0;7;10;49;22,06829268;44,13658537;2434;12;7;9,83902439;0;0;Benign;697
3;80;43363;2;19;6027;11;60;14;100;657;0;0;28;8;0;0;0;77;22,47887324;44,95774648;0;0;0;2,201877934;0;0;Benign;698
10;78;68881;2;21;28806;37;108;11;100;1059;0;0;13;16;1;0;1;66;22,32444444;44,64888889;6;0;0;20,84444444;0;0;Benign;699
5;82;63755;2;17;37503;25;85;10;100;748;0;4;8;17;1;14;0;77;37,37142857;74,74285714;120;12;8;0;0;0;Benign;700
11;81;63595;2;18;75327;29;138;10;100;1201;0;0;51;21;2;0;3;119;22,59615385;45,19230769;261;0;0;0;0;0;Malware;701
2;80;40214;2;19;11448;10;43;8;100;470;0;0;26;4;0;0;0;60;26,421875;52,84375;1;0;0;0;0;0;Benign;702
4;80;51176;2;19;7150;24;126;14;100;773;0;0;127;5;0;0;0;70;28,20512821;56,41025641;0;0;0;0;0;0;Benign;703
4;79;62001;2;20;14968;42;126;21;100;1496;0;0;16;21;0;14;8;104;27,90526316;55,81052632;621;10;10;0;0;0;Benign;704
1;81;31631;1;18;9016;32;114;5;0;465;0;0;14;1;0;0;7;32;27,68141593;55,36283186;1251;0;0;0;0;0;Benign;705
4;80;55576;2;19;23106;18;57;10;100;587;0;3;13;9;4;4;0;60;31,33333333;62,66666667;17;13;10;0;0;0;Benign;706
3;81;65509;2;18;28093;72;64;13;100;1047;0;3;13;7;2;7;0;53;29,6097561;59,2195122;6;10;7;0;0;0;Benign;707
3;82;35626;2;17;4564;11;52;9;100;552;0;3;33;7;0;8;0;72;33,06;66,12;1;9;6;0;0;0;Benign;708
5;79;56379;2;20;21041;19;53;14;100;646;0;0;7;10;4;0;0;73;32,29090909;64,58181818;16;0;0;0;0;0;Benign;709
3;80;26707;1;19;5405;30;69;9;0;555;2;3;11;9;0;6;8;123;31,23255814;62,46511628;1;26;21;0;0;0;Benign;710
3;78;20994;1;21;5001;23;63;5;0;283;1;3;9;2;0;3;7;6;28,89830508;57,79661017;2;24;20;0;0;0;Benign;711
1;81;36326;1;18;10835;16;25;2;0;353;0;0;83;1;0;0;0;7;30,51034483;61,02068966;0;0;0;0;0;0;Benign;712
2;79;67314;2;20;22570;32;135;30;100;634;0;0;12;4;5;0;1;123;29,79113924;59,58227848;36;0;0;0;0;0;Benign;713
6;80;37205;2;19;26209;21;56;17;100;905;0;2;7;14;0;15;8;61;21,16;42,32;253;12;10;0;0;0;Benign;714
10;83;68661;2;16;46996;26;76;14;100;1297;0;3;11;33;1;26;7;69;24,82142857;49,64285714;307;18;15;0;0;0;Benign;715
8;82;52740;2;17;60897;38;128;21;100;1037;0;5;6;25;1;26;8;55;17,85;35,7;67;19;14;0;0;0;Benign;716
1;82;49002;2;17;26676;20;54;10;100;531;0;3;7;10;0;17;0;59;21,20408163;42,40816327;0;9;6;0;0;0;Benign;717
6;80;39672;2;19;27301;22;76;10;100;810;0;5;4;13;0;18;1;65;20,21590909;40,43181818;1;14;9;0;0;0;Benign;718
10;81;53687;2;18;110765;27;73;12;100;1019;0;7;10;21;4;25;0;16;23,65322581;47,30645161;903;33;26;0;0;0;Benign;719
0;83;42104;1;16;11484;20;34;12;0;895;0;4;119;2;0;0;0;153;26,15972222;52,31944444;0;12;8;0;0;0;Benign;720
7;79;47341;2;20;41837;30;30;22;100;1205;1;5;10;22;0;18;2;58;24,68208092;49,36416185;0;27;21;0;0;0;Benign;721
7;82;52347;2;17;27804;80;258;12;100;1098;1;6;10;22;0;14;8;50;31,45833333;62,91666667;192;21;14;0;0;0;Benign;722
7;82;54312;2;17;24624;76;173;14;100;1159;0;0;7;29;0;0;8;56;27,25882353;54,51764706;49;0;0;0;0;0;Benign;723
2;81;35327;1;18;9877;11;18;54;0;592;0;4;67;1;0;1;0;6;28,77391304;57,54782609;0;8;4;0;0;0;Benign;724
2;82;77520;2;17;21092;78;298;14;100;1184;0;0;9;6;1;0;9;49;25,01898734;50,03797468;65;0;0;0;0;0;Benign;725
4;81;56467;2;18;46614;25;69;17;100;781;0;7;6;9;0;3;2;53;25,75147929;51,50295858;0;21;14;0;0;0;Benign;726
4;80;51659;1;19;35857;28;73;12;0;791;0;1;17;14;2;14;0;63;25,46236559;50,92473118;2;26;25;0;0;0;Benign;727
3;81;44427;2;18;11779;11;52;9;100;552;0;0;35;7;0;0;0;70;26,74611399;53,49222798;1;0;0;0;0;0;Benign;728
6;82;46286;2;17;54979;21;63;9;100;767;0;3;7;14;0;17;2;75;27,58139535;55,1627907;239;14;11;0;0;0;Benign;729
5;81;68295;2;18;53100;27;85;13;100;895;1;5;7;13;1;14;3;67;29,31868132;58,63736264;12;15;9;0;0;0;Benign;730
4;81;65234;2;18;42143;108;79;18;100;792;0;2;17;22;15;15;2;51;27,90697674;55,81395349;0;13;11;0;0;0;Benign;731
7;81;71308;1;18;37926;88;191;7;100;1590;0;4;9;20;307;15;0;49;31,02380952;62,04761905;55;20;16;0;0;0;Benign;732
13;82;56649;3;17;84084;38;178;21;100;1575;0;0;38;16;2;0;8;74;20,1827957;40,3655914;922;0;0;160,4301075;0;0;Benign;733
0;83;14121;1;16;3337;5;20;1;100;248;0;1;123;0;0;0;0;6;24,856;49,712;36;2;1;0,32;0;0;Benign;734
12;81;66208;2;18;67900;20;81;3;100;707;0;0;17;29;0;0;0;6;25,23333333;50,46666667;5;0;0;0;0;0;Benign;735
7;81;65964;2;18;35838;65;289;6;100;1765;0;1;4;16;4;16;0;20;24,53125;49,0625;5455;9;8;0;0;0;Benign;736
5;79;67217;2;20;28982;32;72;13;100;835;0;5;11;10;6;8;2;84;23,96666667;47,93333333;57;36;31;0;0;0;Benign;737
7;81;54003;2;18;29501;29;43;10;100;666;0;9;11;17;0;6;0;52;24,54545455;49,09090909;6;25;16;0;0;0;Benign;738
5;81;56938;2;18;27152;38;315;17;100;1443;0;0;9;17;1;0;7;82;25,44545455;50,89090909;330;0;0;0;0;0;Benign;739
2;83;66068;1;16;29579;19;58;18;0;798;0;2;11;7;0;3;2;60;22,25;44,5;0;9;7;0;0;0;Benign;740
11;79;65278;1;20;37115;60;243;64;0;869;0;4;0;20;1;20;0;63;22,25;44,5;1803;15;11;0;0;0;Benign;741
15;81;66598;2;18;34676;41;168;11;100;1177;0;3;12;17;0;17;2;67;22,48333333;44,96666667;7;15;12;0;0;0;Benign;742
2;81;66861;2;18;22664;52;151;10;100;923;0;2;13;6;1;7;8;76;31,41463415;62,82926829;44;10;8;0;0;0;Benign;743
0;83;7661;1;16;5534;14;16;1;0;183;0;0;16;0;0;0;0;4;27,73873874;55,47747748;2;0;0;0;0;0;Benign;744
0;82;8852;1;17;4299;14;22;1;0;151;0;0;0;0;0;0;0;3;27,73873874;55,47747748;299;0;0;0;0;0;Benign;745
0;82;24182;1;17;7657;19;41;10;100;262;0;2;10;0;0;0;0;56;27,31782946;54,63565891;18;5;3;0;0;0;Benign;746
4;82;40912;2;17;24243;49;270;16;100;958;1;5;11;7;0;5;3;35;24,64071856;49,28143713;952;15;9;0;0;0;Benign;747
3;80;58190;2;19;21439;23;52;12;100;568;0;3;16;4;0;7;0;61;24,61621622;49,23243243;1;8;5;0;0;0;Benign;748
10;81;56760;3;18;23121;37;88;19;100;955;0;7;12;18;2;19;3;110;23,40639269;46,81278539;280;31;24;10,56621005;0;0;Benign;749
5;81;51648;2;18;30081;38;53;18;100;638;0;0;5;21;0;0;1;70;23,09677419;46,19354839;4;0;0;6,205645161;0;0;Benign;750
11;77;55456;2;22;43172;51;237;20;100;646;1;0;6;21;0;12;3;49;22,75367647;45,50735294;0;21;20;6,547794118;0;0;Benign;751
3;80;22834;2;19;9889;24;55;7;100;358;0;0;69;1;0;1;0;31;27,75;55,5;1;6;6;0;0;0;Benign;752
5;82;44050;2;17;17086;27;186;17;100;1121;0;0;16;9;0;0;8;85;27,77586207;55,55172414;57;0;0;0;0;0;Benign;753
8;81;40877;2;18;32860;28;53;14;100;668;0;0;8;17;0;14;2;54;26,85294118;53,70588235;104;11;11;0;0;0;Benign;754
6;81;45141;1;18;16052;22;141;17;0;857;0;0;7;17;4;0;3;71;22,75694444;45,51388889;1;0;0;0,333333333;0;0;Benign;755
0;83;27813;1;16;8881;16;30;8;0;360;0;2;92;1;0;1;0;57;25,30357143;50,60714286;12;7;5;0;0;0;Benign;756
1;79;16840;1;20;3944;6;27;5;100;384;0;0;67;0;0;0;1;6;25,82564103;51,65128205;89;0;0;0;0;0;Benign;757
0;81;25589;1;18;8567;22;35;7;0;383;1;2;29;17;0;23;7;38;27,09004739;54,18009479;68;11;8;0,009478673;0;0;Benign;758
8;80;67114;2;19;43018;36;152;6;100;1299;0;6;10;32;2;40;0;50;27,19105691;54,38211382;1010;19;13;0,028455285;0;0;Benign;759
4;79;51078;2;20;16511;20;56;11;100;759;0;5;0;5;0;34;7;45;27,19105691;54,38211382;0;11;6;0,008130081;0;0;Benign;760
0;81;27144;1;18;6748;12;24;6;0;487;0;2;162;0;0;0;0;30;26,90310078;53,80620155;0;7;5;0;0;0;Benign;761
6;78;48665;2;21;45617;46;71;18;100;997;0;4;16;27;0;21;0;80;26,72887324;53,45774648;127;18;14;0,091549296;0;0;Benign;762
4;81;44574;2;18;22756;3;0;0;100;7496;0;4;6;12;1;20;0;0;29,04575163;58,09150327;1;19;15;0,039215686;0;0;Benign;763
14;81;48561;2;18;30667;31;68;17;100;1035;0;5;9;25;0;39;0;83;29,18421053;58,36842105;0;13;8;0;0;0;Benign;764
5;80;50041;2;19;34383;20;50;11;100;970;0;0;10;12;0;0;2;41;27,2027027;54,40540541;1;0;0;0;0;0;Benign;765
4;78;51425;2;21;28549;24;70;11;100;805;1;3;17;18;0;16;1;77;26,96808511;53,93617021;4;14;10;0;0;0;Benign;766
8;80;47524;2;19;28734;48;97;16;100;892;0;0;14;15;0;0;2;63;25,44628099;50,89256198;5;0;0;0;0;0;Benign;767
1;80;53781;2;19;23797;20;62;11;100;518;1;3;31;9;0;7;0;59;27,22794118;54,45588235;4;13;9;0;0;0;Benign;768
1;82;30064;2;17;15802;24;48;7;100;420;1;3;23;12;0;21;7;39;28,94594595;57,89189189;58;13;9;0;0;0;Benign;769
1;81;46597;3;18;13070;17;48;15;100;584;0;3;26;0;0;0;8;34;31,27325581;62,54651163;1929;7;4;0;0;0;Benign;770
1;81;46597;3;18;13070;17;48;15;100;584;0;3;26;0;0;0;8;34;31,27325581;62,54651163;1929;7;4;0;0;0;Benign;771
1;80;44675;1;19;15643;21;39;10;0;396;0;0;41;0;0;0;0;80;31,69189189;63,38378378;0;3;3;0;0;0;Benign;772
12;79;50578;2;20;59327;32;185;19;100;1414;0;0;7;14;0;0;7;87;27,1787234;54,35744681;3437;0;0;0;0;0;Benign;773
